State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0.043478261,1,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0.333333333,15.66666667,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Bcbs,Behavioral Health,*,*,13,0.018656716,4,*,2024,Comprehensive MCO
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Aetna Better Health,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Lake,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2024,Comprehensive MCO
Michigan,Lake,United Healthcare,Behavioral Health,22,345,15,0.063768116,8.5,2:01,2024,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0.192307692,11.7,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,"Senior Services, Inc.",Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Reliance Community Care Partners,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0.076923077,9,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Priority Health,Behavioral Health,69,"1,073",14,0.064305685,10.84057971,5:01,2024,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,20,235,2,0.085106383,7.9,10:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Oakland County Cmh Authority,Behavioral Health,*,*,0,0,,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,2,0.138888889,16.4,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northcare Network,Behavioral Health,*,*,1,0.333333333,1,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,21,580,15,0.036206897,8.285714286,2:01,2024,Comprehensive MCO
Michigan,Lake,Meridian,Behavioral Health,37,950,16,0.038947368,8.054054054,3:01,2024,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,12,222,9,0.054054054,11.5,2:01,2024,Comprehensive MCO
Michigan,Lake,Macomb County Cmh Services,Behavioral Health,*,*,0,0,,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,332,"4,041",0,0.082157882,45.62349398,0,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0.5,6.333333333,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Bcbs,Behavioral Health,*,*,6,0.020080321,6.2,*,2025,Comprehensive MCO
Michigan,Lake,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,United Healthcare,Behavioral Health,*,*,2,0.033222591,3.2,*,2025,Comprehensive MCO
Michigan,Lake,Southwest Mi Behavioral Health,Behavioral Health,*,*,0,0.25,4,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Reliance Community Care Partners,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,Lake,Region 10,Behavioral Health,*,*,0,0,,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Priority Health,Behavioral Health,34,"1,072",9,0.031716418,3.529411765,4:01,2025,Comprehensive MCO
Michigan,Lake,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,11,53,1,0.20754717,5.181818182,11:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Northern Michigan Regional Entity,Behavioral Health,*,*,1,0.058823529,1,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Molina,Behavioral Health,*,*,8,0.018115942,5,*,2025,Comprehensive MCO
Michigan,Lake,Meridian,Behavioral Health,18,872,7,0.020642202,3.388888889,3:01,2025,Comprehensive MCO
Michigan,Lake,Mclaren Hp,Behavioral Health,*,*,8,0.020408163,4,*,2025,Comprehensive MCO
Michigan,Lake,Macomb County Cmh Services,Behavioral Health,*,*,0,0,,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Lakeshore Regional Entity,Behavioral Health,312,"3,880",0,0.080412371,14.54166667,0,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,0,0,,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lake,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,0,0,,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Priority Health,Behavioral Health,*,*,15,0,,*,2020,Comprehensive MCO
Michigan,Lapeer,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2020,Comprehensive MCO
Michigan,Lapeer,Total Health Care,Behavioral Health,*,*,14,0,,*,2020,Comprehensive MCO
Michigan,Lapeer,Southwest Mi Behavioral Health,Behavioral Health,*,*,13,0.666666667,14,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Region 10,Behavioral Health,701,"10,412",61,0.067326162,37.4764622,12:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,46,0.102564103,8.75,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Oakland County Cmh Authority,Behavioral Health,*,*,18,0.097222222,32.71428571,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,10,0.071428571,1,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northcare Network,Behavioral Health,*,*,8,0.166666667,3,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Molina,Behavioral Health,*,*,113,0.064705882,9.890909091,*,2020,Comprehensive MCO
Michigan,Lapeer,Meridian,Behavioral Health,143,"1,770",148,0.08079096,9.804195804,1:02,2020,Comprehensive MCO
Michigan,Lapeer,Mclaren Hp,Behavioral Health,298,"3,641",114,0.081845647,10.43288591,3:01,2020,Comprehensive MCO
Michigan,Lapeer,Macomb County Cmh Services,Behavioral Health,*,*,6,0.097560976,48.375,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Lakeshore Regional Entity,Behavioral Health,*,*,29,0.1,258,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Hap Midwest Hp,Behavioral Health,*,*,8,0.02,3,*,2020,Comprehensive MCO
Michigan,Lapeer,United Healthcare,Behavioral Health,*,*,78,0.017574692,9.9,*,2020,Comprehensive MCO
Michigan,Lapeer,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,6,0.272727273,7.333333333,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,19,0.153846154,571.5,*,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Bcbs,Behavioral Health,58,"1,140",92,0.050877193,8.706896552,1:02,2020,Comprehensive MCO
Michigan,Lapeer,Area Agency On Aging 1-B,Behavioral Health,0,0,1,,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Aetna Better Health,Behavioral Health,*,*,6,0,,*,2020,Comprehensive MCO
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,United Healthcare,Behavioral Health,31,717,82,0.043235704,11.06451613,1:03,2021,Comprehensive MCO
Michigan,Lapeer,Total Health Care,Behavioral Health,*,*,11,0.1,1,*,2021,Comprehensive MCO
Michigan,Lapeer,Southwest Mi Behavioral Health,Behavioral Health,*,*,8,0.5,12,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Region 3b Area Agency On Aging,Behavioral Health,0,0,1,,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Region 10,Behavioral Health,822,"12,380",59,0.066397415,41.79318735,14:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Priority Health,Behavioral Health,*,*,26,0,,*,2021,Comprehensive MCO
Michigan,Lapeer,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,*,*,45,0.164179104,19.63636364,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Oakland County Cmh Authority,Behavioral Health,*,*,13,0.083333333,26.8,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,5,0.047619048,4,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,5,0.047619048,4,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northcare Network,Behavioral Health,*,*,8,0,,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Molina,Behavioral Health,81,"1,071",116,0.075630252,10.45679012,1:02,2021,Comprehensive MCO
Michigan,Lapeer,Meridian,Behavioral Health,189,"2,085",149,0.090647482,11.08994709,2:01,2021,Comprehensive MCO
Michigan,Lapeer,Mclaren Hp,Behavioral Health,402,"4,268",122,0.094189316,11.44527363,4:01,2021,Comprehensive MCO
Michigan,Lapeer,Macomb County Cmh Services,Behavioral Health,*,*,7,0.0625,59.125,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2021,Comprehensive MCO
Michigan,Lapeer,Lakeshore Regional Entity,Behavioral Health,*,*,32,0.25,368,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Hap Midwest Hp,Behavioral Health,*,*,8,0.032608696,10,*,2021,Comprehensive MCO
Michigan,Lapeer,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,8,0.153846154,39.5,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,18,0.153846154,38,*,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Bcbs,Behavioral Health,104,"1,521",110,0.068376068,10.19230769,1:02,2021,Comprehensive MCO
Michigan,Lapeer,Area Agency On Aging 1-B,Behavioral Health,*,*,1,0,,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Aetna Better Health,Behavioral Health,*,*,12,0,,*,2021,Comprehensive MCO
Michigan,Lapeer,Upper Peninsula Hp,Behavioral Health,*,*,0,0,,*,2022,Comprehensive MCO
Michigan,Lapeer,United Healthcare,Behavioral Health,43,846,87,0.050827423,14.04651163,1:03,2022,Comprehensive MCO
Michigan,Lapeer,Southwest Mi Behavioral Health,Behavioral Health,*,*,6,0.307692308,7,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Region 7 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Region 3b Area Agency On Aging,Behavioral Health,0,0,1,,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Region 10,Behavioral Health,973,"14,733",65,0.066042218,39.18499486,15:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Priority Health,Behavioral Health,*,*,21,0.222222222,2.5,*,2022,Comprehensive MCO
Michigan,Lapeer,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,17,135,49,0.125925926,15.64705882,1:03,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Oakland County Cmh Authority,Behavioral Health,*,*,9,0.078125,56.4,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,10,0.153846154,43,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,10,0.153846154,43,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northcare Network,Behavioral Health,*,*,14,0.625,2.4,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Molina,Behavioral Health,83,"1,229",103,0.067534581,9.373493976,1:02,2022,Comprehensive MCO
Michigan,Lapeer,Meridian,Behavioral Health,219,"2,346",152,0.093350384,10.78995434,2:01,2022,Comprehensive MCO
Michigan,Lapeer,Mclaren Hp,Behavioral Health,406,"4,812",115,0.084372402,12.57881773,4:01,2022,Comprehensive MCO
Michigan,Lapeer,Macomb County Cmh Services,Behavioral Health,*,*,11,0.078125,101.5,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Lakeshore Regional Entity,Behavioral Health,*,*,32,0.6,319.3333333,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Hap Midwest Hp,Behavioral Health,12,380,10,0.031578947,9.083333333,2:01,2022,Comprehensive MCO
Michigan,Lapeer,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,7,0.208333333,109,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,19,0.454545455,366,*,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Bcbs,Behavioral Health,128,"1,914",109,0.066875653,11.7109375,2:01,2022,Comprehensive MCO
Michigan,Lapeer,Area Agency On Aging 1-B,Behavioral Health,*,*,1,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Aetna Better Health,Behavioral Health,*,*,15,0,,*,2022,Comprehensive MCO
Michigan,Lapeer,"A & D Home Health Care, Inc.",Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Upper Peninsula Hp,Behavioral Health,*,*,0,0.5,1,*,2023,Comprehensive MCO
Michigan,Lapeer,United Healthcare,Behavioral Health,70,"1,166",93,0.060034305,10.08571429,1:02,2023,Comprehensive MCO
Michigan,Lapeer,Southwest Mi Behavioral Health,Behavioral Health,*,*,9,0.214285714,29.66666667,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Region 7 Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Region 10,Behavioral Health,1282,"18,194",74,0.07046279,42.33619345,18:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Priority Health,Behavioral Health,*,*,34,0.047619048,6,*,2023,Comprehensive MCO
Michigan,Lapeer,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,22,155,46,0.141935484,18,1:03,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Oakland County Cmh Authority,Behavioral Health,28,261,10,0.107279693,84,3:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,14,0.15625,116.2,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,14,0.15625,116.2,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northcare Network,Behavioral Health,*,*,11,0.4,6.5,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Molina,Behavioral Health,101,"1,514",86,0.0667107,9.188118812,2:01,2023,Comprehensive MCO
Michigan,Lapeer,Meridian,Behavioral Health,295,"2,851",130,0.103472466,9.057627119,3:01,2023,Comprehensive MCO
Michigan,Lapeer,Mclaren Hp,Behavioral Health,581,"5,768",116,0.100728155,12.0464716,6:01,2023,Comprehensive MCO
Michigan,Lapeer,Macomb County Cmh Services,Behavioral Health,17,195,10,0.087179487,39.94117647,2:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Lakeshore Regional Entity,Behavioral Health,*,*,22,0.176470588,16.33333333,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Hap Midwest Hp,Behavioral Health,30,439,20,0.06833713,9.433333333,2:01,2023,Comprehensive MCO
Michigan,Lapeer,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,7,0.157894737,61.83333333,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,19,0.409090909,511,*,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Bcbs,Behavioral Health,192,"2,344",98,0.081911263,10.765625,2:01,2023,Comprehensive MCO
Michigan,Lapeer,Area Agency On Aging 1-B,Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Aetna Better Health,Behavioral Health,*,*,11,0.1,1,*,2023,Comprehensive MCO
Michigan,Lapeer,"A & D Home Health Care, Inc.",Behavioral Health,*,*,0,0,,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Upper Peninsula Hp,Behavioral Health,*,*,1,0,,*,2024,Comprehensive MCO
Michigan,Lapeer,United Healthcare,Behavioral Health,87,"1,317",82,0.066059226,14.70114943,2:01,2024,Comprehensive MCO
Michigan,Lapeer,Southwest Mi Behavioral Health,Behavioral Health,*,*,9,0.176470588,20.33333333,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Region 10,Behavioral Health,1744,"19,526",77,0.089316808,51.65137615,23:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Priority Health,Behavioral Health,*,*,48,0.074074074,11,*,2024,Comprehensive MCO
Michigan,Lapeer,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,34,238,41,0.142857143,8.470588235,1:02,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Oakland County Cmh Authority,Behavioral Health,42,286,12,0.146853147,56.69047619,4:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,15,0.130434783,4.833333333,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northern Michigan Regional Entity,Behavioral Health,*,*,15,0.130434783,4.833333333,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Northcare Network,Behavioral Health,*,*,10,0.166666667,19,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Molina,Behavioral Health,130,"1,624",86,0.080049261,8.569230769,2:01,2024,Comprehensive MCO
Michigan,Lapeer,Meridian,Behavioral Health,273,"3,012",120,0.09063745,11.49450549,3:01,2024,Comprehensive MCO
Michigan,Lapeer,Mclaren Hp,Behavioral Health,596,"6,187",121,0.096331017,11.93120805,5:01,2024,Comprehensive MCO
Michigan,Lapeer,Macomb County Cmh Services,Behavioral Health,22,235,10,0.093617021,22.40909091,3:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Lakeshore Regional Entity,Behavioral Health,*,*,19,0.142857143,6,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Hap Midwest Hp,Behavioral Health,31,583,26,0.053173242,11.83870968,2:01,2024,Comprehensive MCO
Michigan,Lapeer,Detroit Wayne Mental Health Authority,Behavioral Health,*,*,7,0.175438596,73.7,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Cmh Partnership Of Southeast Michigan,Behavioral Health,*,*,17,0.142857143,401,*,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,Lapeer,Bcbs,Behavioral Health,237,"2,725",98,0.086972477,11.64556962,3:01,2024,Comprehensive MCO
Michigan,Lapeer,Aetna Better Health,Behavioral Health,*,*,10,0.166666667,1,*,2024,Comprehensive MCO
Michigan,Lapeer,"A & D Home Health Care, Inc.",Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,Lapeer,Valley Area Agency On Aging,Behavioral Health,*,*,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
